icd,Latin,Transliterated
A15,tuberculous pleuriticis in progressu primaria tuberculosis;,туберкулоус плеуритицис ин прогрессу примариа туберкулозис;
H66,longis atticoantral suppurative otitis media (inordinatio),лонгис аттикоантрал суппуративе отитис медиа (инординацио)
H66,longis tubotympanic suppurative otitis media (inordinatio),лонгис туботимпаник суппуративе отитис медиа (инординацио)
D52,Megaloblastic folate defectus anemia debitum ad (inordinatio),мегалобластик фолате дефектус анемиа дебитум ад (инординацио)
B69,Infection: [Taenia solium eanalis intestii f] vel [carnes porcinas],инфекцион: [тениа солиум еаналис интестии ф] вел [карнес порцинас]
Q84,hypotrichosis controversia nati sunt Iuvenalibus macula dystrophy,хипотрихозис контроверзиа нати сунт иувеналибус макула дистрофи
G11,Autosomal recessive Progressive ataxia-surditas syndrome,аутозомал рецессиве прогрессиве атакзиа-сурдитас синдроме
E74,Rami primarii defectus Glicogenosis transferase (inordinatio),рами примарии дефектус гликогенозис трансферазе (инординацио)
C56,Humana malignas mixta mesodermal MÃ¼llerian tumor de germine,хумана малигнас микста мезодермал мã¼лериан тумор де гермине
H18,cornea propria substantiae uocabulis discerneretur corneae dystrophy (morbus),корнеа проприа субстанцие уокабулис дисцернеретур корнее дистрофи (морбус)
I42,"Arrhythmogenic right ventricular DYSPLASIA, oeconomicam XII","арритмогеник ригхт вентрикулар дисплазиа, економикам XII"
I42,"Arrhythmogenic ius ventriculorum DYSPLASIA, oeconomicam XIII","арритмогеник иус вентрикулорум дисплазиа, економикам XIII"
I42,"Arrhythmogenic right ventricular DYSPLASIA, oeconomicam X","арритмогеник ригхт вентрикулар дисплазиа, економикам X"
I42,"Arrhythmogenic right ventricular DYSPLASIA, oeconomicam XI","арритмогеник ригхт вентрикулар дисплазиа, економикам XI"
Q04,"BREVIS IN POLYDACTYLY XIV COSTA thoracicae DYSPLASIA, SRTD14","бревис ин полидактили XIV коста торацицае дисплазиа, сртд14"
G60,"autosomal recessive Charcot morbo genus dens Mariae, 2B1","аутозомал рецессиве харкот морбо генус денс марие, 2б1"
G71,"Canis encephalomyopathy aminoacidopathy syndrome,","канис енцефаломиопати аминоацидопати синдроме,"
C00,"malignum labii incerta, coloribus terminum","малигнум лабии инцерта, колорибус терминум"
C25,"Carcinoma in Cerebrum Mucinous Intraductal Papillary,","карцинома ин церебрум муциноус интрадуктал папилари,"
C10,malignum ossis epiglottide clauditur NOS (inordinatio),малигнум оссис епиглоттиде клаудитур нос (инординацио)
E26,"Bartter syndrome, ii infantiles, et Sensorineural 'Surdus","барттер синдроме, ii инфантилес, ет сензоринеурал 'сурдус"
Q12,"XXXIV Cataractam praeterfluit, Types etext Notes Multiple, et non sine Microcornea","XXXIV катарактам претерфлуит, типес етекст нотес мултипле, ет нон сине микрокорнеа"
D01,Carcinoma in situ iecoris viarum biliarium et ratio (inordinatio),карцинома ин ситу иекорис виарум билиариум ет рацио (инординацио)
E75,"Delige Niemann, sine morbo defectus Sphingomyelinase","делиге ниеманн, сине морбо дефектус сфингомиелиназе"
G60,Et per gastrointestinal distemperantia hsan hyperhidrosis,ет пер гастроинтестинал дистемперанциа хсан хиперидрозис
G60,"Dens Mariae, Charcot Morbus quoque pestifer autosomal dominant; Type 2B","денс марие, харкот морбус квокве пестифер аутозомал доминант; типе 2б"
Q12,"XXI Cataractam praeterfluit, Types etext Notes Multiple, et non sine Microcornea","XXI катарактам претерфлуит, типес етекст нотес мултипле, ет нон сине микрокорнеа"
D47,"Herpesvirus hominis autoimmune, Type III: ALPS3","херпесвирус хоминис аутоиммуне, типе иии: алпс3"
G12,Atrophia muscularis spinalis respiratoriorum in tribulatione type I,атрофиа мускуларис спиналис респираториорум ин трибулационе типе I
C81,"Hodgkin scriptor morbo, est mixta cellularity locum non specificatarum","ходгкин скриптор морбо, ест микста целуларити локум нон спецификатарум"
Q77,In striata et Spondylar Nasi Alterations Metaphyses,ин стриата ет спондилар нази алтерационс метафисес
E71,"Canis acetoacetyl, coenzyme A defectu thiolase","канис ацетоацетил, цоенциме а дефекту тиолазе"
E72,"Commotio sulphuris-afferentem amino acidum metabolismi, n","коммоцио сулфурис-афферентем амино ацидум метаболизми, н"
G60,"Charcot dens Mariae, Neuropathy, medii B Recessive","харкот денс марие, неуропати, медии б рецессиве"
G60,"Charcot dens Mariae, domine morbum media est A","харкот денс марие, домине морбум медиа ест а"
